fit_rank,orgnr,company_name,official_website_url,gpt_about_source_url,is_fit_for_nivo,fit_confidence,stage1_total_score,blended_score,business_type,operating_model,reason_summary,niche_indicator,differentiation_indicator,repeat_purchase_indicator,scalable_business_indicator,red_flags,evidence,gpt_about_confidence,is_construction_or_installation,is_generic_distributor,is_hospitality_or_property_company,is_service_heavy,is_subsidiary_or_group_company
145,556712-0232,Fröjd Interactive AB,https://www.frojd.se,https://www.frojd.se,False,0.4,70.5486,31.8194,service_company,consultancy,"Fröjd Interactive AB operates as a digital agency, primarily offering consultancy services without clear product offerings or repeat purchase indicators.",medium,medium,low,low,service-heavy focus on digital consultancy,About: creates sustainable digital solutions|About: dedicated teams for customer experience,0.9,False,False,False,True,False
146,556605-7476,Cyient Engineering AB,https://www.cyient.com,https://www.cyient.com,False,0.4,70.5326,31.813,service_company,consultancy,"Cyient Engineering AB provides engineering services, indicating a service-heavy model with limited product offerings and scalability.",medium,medium,low,low,service-heavy focus on engineering services,About: offers engineering services and solutions|About: combines engineering expertise with advanced technology,0.9,False,False,False,True,False
147,556623-2772,Galore i Uppsala Aktiebolag,https://www.galore.se,https://www.galore.se,False,0.35,83.2088,36.4335,service_company,installer,"Galore i Uppsala Aktiebolag operates as an electrical installation company, which typically falls into a service-heavy category with low scalability and differentiation. Their focus on installations raises concerns about fit for Nivo.",low,low,low,low,Electrical installation company|Service-heavy model,"Offers complete solutions for electrical installations|Operates in Uppsala, Norrtälje, and Stockholm|Certified according to ISO standards",1.0,True,False,False,True,False
148,556311-5707,AV-Line Aktiebolag,https://www.av-line.se,https://www.av-line.se,False,0.35,75.3559,33.2924,service_company,installer,"AV-Line focuses on installation and service solutions, which leans towards a service-heavy model. Their affiliation with Selatek indicates a group structure, reducing fit for Nivo.",low,low,low,low,"Part of Selatek, a larger group",Offers installation and service solutions|Part of a growing technology group,0.9,True,False,False,True,True
149,556641-3711,RK Natursten AB,https://www.rk-natursten.se,https://www.rk-natursten.se,False,0.3,96.4005,41.2602,service_company,installer,"RK Natursten AB primarily offers installation services for natural stone, which indicates a service-heavy model with low scalability and repeat purchase potential. Their focus on custom solutions suggests limited differentiation.",low,low,low,low,Focus on installation and custom solutions,Offers tailored solutions from advice to installation|One of Sweden's largest natural stone inventories,0.9,True,False,False,True,False
150,556473-0801,APC Elinstallatören Aktiebolag,https://www.apcel.se/,https://www.apcel.se/,False,0.3,85.3254,36.8302,service_company,installer,"APC Elinstallatören Aktiebolag primarily focuses on electrical installations and services, which leans towards a service-heavy model. Their affiliation with Instalco suggests they are part of a larger group, which diminishes their standalone fit for Nivo.",low,low,low,low,Part of Instalco|Focus on electrical installations and services,About: partner in electrical installations|Service: tailored electrical installations,0.9,True,False,False,True,True
151,556309-6253,Tinter Industriförsäljning AB,https://www.tinter.se,https://tinter.se/om-oss/,False,0.3,83.3726,36.049,unknown,distributor,"Tinter Industriförsäljning AB primarily distributes paint and related products, lacking a strong product differentiation or innovative edge. Their status as part of Layer Group raises concerns about being a generic distributor.",low,low,medium,low,Part of Layer Group|Focus on distribution of paint and accessories,"Distributes paint, adhesives, and accessories|Established in 1984|Locations in Kållered, Skövde, and Jönköping",1.0,False,True,False,False,True
152,556665-6442,EPG Projektledning AB,https://www.epgprojektledning.se,https://www.epgprojektledning.se,False,0.3,83.0656,35.9263,service_company,consultancy,"EPG Projektledning AB operates in project management, which is a service-heavy sector with low scalability and differentiation. Their focus on consulting services does not align with Nivo's criteria.",low,low,low,low,Project management services|Service-heavy model,One of Västsveriges largest project management companies|Offers various project management services|Focus on construction and installations,1.0,True,False,False,True,False
153,559214-5717,Bright Networks AB,https://www.brightnetworks.se/,https://brightnetworks.se/,False,0.3,78.2373,33.9949,service_company,installer,"Bright Networks AB operates as a full-service company in fiber networks, primarily focusing on installation and construction, which does not align with Nivo's investment criteria.",medium,low,low,low,fullserviceföretag inom fibernät|komplexa arbeten som kräver en hög servicenivå,About: fullserviceföretag inom fibernät|Offers complex work requiring high service levels,0.9,True,False,False,True,False
154,556317-9596,Fasadsystem i Stenkullen Aktiebolag,https://fasadsystem.se,https://fasadsystem.se,False,0.3,78.1391,33.9556,service_company,installer,"Fasadsystem i Stenkullen Aktiebolag specializes in installation and construction of solar facades and custom solutions, which does not fit Nivo's investment focus.",medium,medium,low,low,energismarta solcellsfasader|specialister på att skräddarsy lösningar,About: energismarta solcellsfasader och taklösningar|Constructs and manufactures custom solutions,0.9,True,False,False,True,False
155,556998-1920,Vekst AB,https://www.vekst.se,https://www.vekst.se,False,0.3,77.6521,33.7609,service_company,consultancy,"Vekst AB operates as a marketing and sales transformation partner, focusing on consultancy services which do not align with Nivo's investment criteria.",low,low,low,low,partner för marknadsförings- och försäljningstransformation|delivers strategies that are actionable,About: drives digital growth and operational integration|Offers services in strategy development and performance marketing,0.9,False,False,False,True,False
156,556999-4691,Parapix AB,https://parapix.tv,https://parapix.tv,False,0.3,77.3152,33.6261,service_company,consultancy,"Parapix AB operates as a creative production company focusing on film and post-production services, which does not align with Nivo's investment criteria for product-led businesses.",low,medium,low,low,service-heavy business model,"About: creative production company|Clients: Absolut, Adidas, BBC, Netflix",0.9,False,False,False,True,False
157,556400-7275,Eriksons Chark i Nossebro Aktiebolag,https://www.eriksonschark.se/,https://eriksonschark.se/prinskorv/,False,0.3,77.0915,33.5366,product_company,manufacturer,"Eriksons Chark specializes in sausage and charcuterie production, which is a niche product but lacks scalability and broader market appeal for Nivo's criteria.",medium,medium,medium,low,,Experience: nearly 100 years in sausage production|Focus: Swedish meat ingredients,0.9,False,False,False,False,False
158,556858-5318,Qleano AB,https://www.qleano.se,https://www.qleano.se,False,0.3,76.3505,33.2402,service_company,unknown,"Qleano AB operates as a cleaning service provider, which is generally considered a service-heavy business with low product differentiation. The focus on convenience and quality does not strongly align with Nivo's investment criteria.",low,low,medium,low,Service provider|Focus on convenience and quality without product differentiation,Offers professional cleaning services for individuals and businesses|Collaborates with selected cleaning companies|Goal is to simplify booking cleaning services online,0.9,False,False,False,True,False
159,556843-4061,Trygga Hiss i Stockholm AB,https://www.tryggahiss.se,https://www.tryggahiss.se,False,0.3,76.2653,33.2061,service_company,installer,"Trygga Hiss i Stockholm AB provides installation and service for elevators, which is primarily a service-oriented business. The focus on installation and modernization does not align with Nivo's investment focus on product-led companies.",low,low,low,low,Offers installation and service of elevators|Focus on safety and reliability without product differentiation,"Offers installation, service, and modernization of elevators|Works with housing associations and property owners|Strives for high quality and customer satisfaction",0.9,True,False,False,True,False
160,556101-5230,Götaplatsens Foto AB,https://www.gotaplatsensfoto.se,https://www.gotaplatsensfoto.se,False,0.3,76.2148,33.1859,service_company,unknown,"Götaplatsens Foto AB operates as a photography store, primarily providing services rather than products. The focus on photo services and retail does not align with Nivo's investment focus on product-led businesses.",low,low,low,low,Photography store offering a range of services|Focus on retail and photo services without strong product differentiation,"Offers a wide range of cameras, lenses, and photo services|Has its own lab for image production and development|Provides services like passport and visa photography",0.9,False,False,False,True,False
161,556414-4763,Autoklinik i Malmö Aktiebolag,https://rydsbilglas.se,https://rydsbilglas.se,False,0.3,75.3073,32.8229,service_company,unknown,"Autoklinik i Malmö focuses on automotive glass repair services, which is a service-heavy model with limited product differentiation and scalability.",low,low,low,low,Service-heavy automotive repair focus,Offers car glass repair and replacement services|Strives for sustainable service experiences,0.9,True,False,False,True,False
162,556748-1352,SWELIFT AB,https://www.swelift.se,https://swelift.se/om-oss/,False,0.3,74.9525,32.681,service_company,installer,"SWELIFT focuses on maintenance and service for machinery, which suggests a service-heavy model with limited product differentiation. The emphasis on sustainability is noted, but the core offering appears to be service-oriented.",low,low,low,low,Strives to maintain high quality of machinery service and maintenance|Focus on creating a sustainable business with selected products,Built a team with long experience and knowledge of the industry|Strives to renew and maintain high quality of its machinery|Focuses on using specially selected products to minimize environmental impact,1.0,True,False,False,True,False
163,556957-7959,Åsens Projekt AB,https://asensgroup.se,https://asensgroup.se,False,0.3,74.8501,32.64,service_company,installer,"Åsens Projekt is part of a group focused on installations, which suggests a service-heavy model. The emphasis on customer relationships and installation services indicates a less product-led approach.",low,low,low,low,Innovative installation company with a focus on customer needs|Consists of multiple subsidiaries in the installation sector,Offers complete and innovative installations|Aims to build long-term relationships with customers,1.0,True,False,False,True,True
164,556277-1468,J.N. Elinstallatörer Aktiebolag,https://jnel.se,https://jnel.se/om-oss/,False,0.3,74.7091,32.5836,service_company,installer,"J.N. Elinstallatörer focuses on electrical installations and services, indicating a service-heavy model. The lack of product offerings limits its fit for Nivo.",low,low,low,low,One of Södertälje's largest electrical companies|Offers comprehensive solutions from early ideas to finished products,"Developed installation, service, automation, and consultancy|Emphasizes collaboration with customers for long-term partnerships",1.0,True,False,False,True,False
165,556291-3557,Svetsprodukter i Piteå Aktiebolag,https://www.svetsprodukter.se,https://www.svetsprodukter.se,False,0.3,70.9132,31.0653,unknown,unknown,"The company offers a wide range of products but lacks specificity in product differentiation or a clear business model, making it unsuitable for Nivo.",low,low,low,low,Generic product offerings across various sectors,"Offers products for villa, garden, industry, and leisure",1.0,False,False,False,False,False
166,556692-9815,Wenderfalck Kommunikation AB,https://www.wenderfalck.com,https://www.wenderfalck.com/en,False,0.3,70.8622,31.0449,service_company,consultancy,"Wenderfalck Kommunikation AB focuses on communication consultancy, which is service-heavy and lacks product differentiation, making it unsuitable for Nivo.",low,medium,low,low,Consultancy-driven business model,Creates effective activations for clients|Focus on earning attention rather than buying it,0.9,False,False,False,True,False
167,559234-0623,Giants and Toys content providers AB,https://www.giantsandtoys.com,https://www.giantsandtoys.com,False,0.3,69.9774,30.691,unknown,unknown,"Giants and Toys appears to be a production company focused on artistic projects, lacking clear product offerings or a scalable business model. The description is vague and does not indicate a strong fit for Nivo.",low,low,low,low,Focus on artistic projects without clear product offerings,Production company representing storytellers and filmmakers|Creates strong brands through artistic voices,0.9,False,False,False,False,False
168,556207-2396,Sydskiffer Aktiebolag,https://www.sydskiffer.se,https://www.sydskiffer.se,False,0.25,83.8273,35.7809,service_company,installer,"Sydskiffer Aktiebolag operates in the construction sector, focusing on renovation and restoration services. Its service-heavy model and lack of product focus limit its fit for Nivo.",medium,medium,low,low,Construction-focused company|Emphasis on renovation and restoration services,About: renovates and restores historical buildings|Offers complete solutions from consultation to installation,1.0,True,False,False,True,False
169,556099-9210,Falcks Omnibus AB,https://falcksomnibus.se,https://falcksomnibus.se,False,0.25,83.1652,35.5161,service_company,unknown,"Falcks Omnibus AB is primarily a bus transportation service, which is service-heavy and lacks product differentiation. Their historical context does not indicate a scalable or innovative business model.",low,low,low,low,Bus transportation service|Service-heavy model,One of Sweden's oldest bus companies|Operates line traffic for municipalities|Established in 1914,1.0,False,False,False,True,False
170,556812-4670,Turner & Townsend AB,https://www.turnerandtownsend.com,https://www.turnerandtownsend.com,False,0.25,82.5062,35.2525,service_company,consultancy,"Turner & Townsend focuses on consultancy services for project delivery, which does not align with Nivo's criteria for product-led businesses. The description is generic and lacks specific product evidence.",low,low,low,low,service-heavy focus|generic project delivery description,About: deliver projects and programmes|About: improve people's lives,0.9,False,False,False,True,False
171,556607-8811,Bridgepoint AB,https://www.bridgepoint.eu,https://www.bridgepoint.eu,False,0.25,82.5025,35.251,unknown,unknown,"Bridgepoint is described as a private equity investor, which does not fit the product-led criteria for Nivo. The information is vague and lacks specific product references.",low,low,low,low,investment focus|no product evidence,About: leading investor in the mid-market|About: specializes in private equity,0.9,False,False,False,False,False
172,559054-6692,Seafrigo Nordic AB,https://www.seafrigo.com,https://www.seafrigo.com,False,0.25,82.3848,35.2039,service_company,unknown,"Seafrigo specializes in cold chain logistics, which is a service-oriented business model that does not align with Nivo's focus on product-led companies. The description lacks specific product evidence.",low,low,low,low,service-heavy logistics focus|generic logistics solutions,About: expert in cold chain logistics|About: operates in 26 countries,0.9,False,False,False,True,False
173,556747-4514,Widings Elektriska AB,https://www.widings.se,https://www.widings.se,False,0.25,82.2421,35.1468,service_company,unknown,"Widings offers traditional Chinese medicine and acupuncture services, which are service-heavy and do not fit the product-led criteria for Nivo. The description is generic and lacks product evidence.",low,low,low,low,service-heavy focus|generic wellness treatments,About: offers acupuncture and TCM|About: holistic treatments for well-being,0.9,False,False,False,True,False
174,556458-6872,Ventab Styr Aktiebolag,https://www.ventab.se,https://www.ventab.se,False,0.25,82.0435,35.0674,service_company,installer,"The company focuses on ventilation and installation services, which suggests a service-heavy model without clear product differentiation. The description lacks evidence of repeat purchases or scalable business models.",low,low,low,low,service-heavy focus on installation,Expertise in ventilation and service|Focus on ensuring good indoor environment,0.9,True,False,False,True,False
175,556500-9072,Carlbergs i Göteborg AB,https://www.carlbergs.se,https://www.carlbergs.se/om-oss/,False,0.25,81.4851,34.844,service_company,installer,"The company primarily engages in construction and installation services, which indicates a service-heavy model without clear product differentiation or repeat purchase potential.",low,low,low,low,Focus on construction and installation services,Complete groundworks for the construction industry|Emphasis on problem-solving and quality,1.0,True,False,False,True,False
176,556476-2093,Draken i Reftele Aktiebolag,https://www.qosina.com,https://www.qosina.com,False,0.25,80.9189,34.6176,unknown,unknown,"The excerpt does not provide clear information about the company's operations or products, leading to uncertainty about its fit for Nivo.",low,low,low,low,Lack of clear business model or product description,"Information sourced from Qosina, a medical device supplier",0.9,False,False,False,False,False
177,559057-7507,Advisera AB,https://www.advisera.se,https://www.advisera.se,False,0.25,80.8761,34.6004,service_company,consultancy,"The company primarily offers consultancy services in telecommunications and insurance, lacking identifiable products or a scalable business model.",low,low,low,low,Service-heavy focus with no clear product offering.,"Offers services in telecommunications, insurance, and IoT.",0.9,False,False,False,True,False
178,559011-7155,Socionomkraft AB,https://www.socionomkraft.se,https://www.socionomkraft.se,False,0.25,80.8313,34.5825,service_company,consultancy,"The company provides consultancy services for social services, which does not align with Nivo's focus on product-led businesses.",low,low,low,low,Consultancy services with no product offerings.,Offers consultancy services for social services.,0.9,False,False,False,True,False
179,559002-3213,Incluso AB,https://www.incluso.se,https://www.incluso.se,False,0.25,80.5224,34.459,service_company,consultancy,"Incluso AB focuses on recruitment and consultancy services, lacking a product-led business model.",low,low,low,low,Consultancy and recruitment services with no product offerings.,Focuses on recruitment and consultancy services.,0.9,False,False,False,True,False
180,556663-5792,Södra Århults Torv Aktiebolag,https://www.sodraarhultstorv.se,https://www.sodraarhultstorv.se,False,0.25,80.4373,34.4249,unknown,unknown,The company develops peat products but lacks clarity on product differentiation or a scalable business model.,low,low,low,low,Vague product offerings with no clear market differentiation.,Develops high-quality peat products.,0.9,False,False,False,False,False
181,556724-6623,DM TAK AB,https://www.dmtak.se,https://www.dmtak.se,False,0.25,80.3586,34.3934,service_company,installer,"DM TAK AB primarily offers roofing services, which are installation-focused and do not align with Nivo's investment criteria.",low,low,low,low,Installation services with no product offerings.,Offers roofing and related services.,0.9,True,False,False,True,False
182,556716-7704,NA Schakt AB,https://www.naschakt.se,https://www.naschakt.se,False,0.25,80.3448,34.3879,service_company,installer,"NA Schakt AB specializes in excavation services, which are installation-based and do not fit Nivo's focus on product-led businesses.",low,low,low,low,Installation services with no product offerings.,Specializes in excavation for larger projects.,0.9,True,False,False,True,False
183,556526-8421,Mönsterås Bostäder AB,https://www.monsterasbostader.se,https://monsterasbostader.se/om-oss/,False,0.25,79.2121,33.9348,service_company,unknown,"Mönsterås Bostäder AB is a municipal housing company focused on residential properties, which does not align with Nivo's investment criteria for product-led businesses.",low,low,low,low,,"Municipal housing company with 1,396 apartments|Focus on customer service and personal contact",0.9,False,False,True,True,False
184,556534-0014,Netnod AB,https://www.netnod.se,https://www.netnod.se,False,0.25,79.0486,33.8694,service_company,unknown,"Netnod AB is a non-profit organization focused on internet services, which does not align with Nivo's criteria for product-led businesses.",low,low,low,low,,Non-profit organization ensuring stable internet|Offers services like Internet Exchange and DNS,0.9,False,False,False,True,False
185,556436-7067,Örebro Bildemontering Aktiebolag,https://www.orebrobildemo.se,https://www.orebrobildemo.se,False,0.25,78.9022,33.8109,service_company,unknown,"Örebro Bildemontering AB is focused on selling used car parts, which does not align with Nivo's investment criteria for product-led businesses.",low,low,low,low,,Supplier of used car parts and components|Sells to workshops and private vehicle owners,0.9,False,False,False,True,False
186,556762-3318,Lybab AB,https://lybab.se,https://lybab.se,False,0.25,78.4122,33.6149,service_company,unknown,"Lybab AB operates in construction and related services, which does not align with Nivo's investment criteria for product-led businesses.",low,low,low,low,,"Offers services in construction, painting, and metalwork|Focus on cost-effective solutions and customer service",0.9,True,False,False,True,False
187,556832-9790,Remotion AB,https://www.remotion.se,https://www.remotion.se/om-oss,False,0.25,76.8736,32.9995,service_company,consultancy,"The company appears to be primarily a consultancy focused on marketing strategies, lacking identifiable products or a scalable business model.",low,low,low,low,Service-heavy focus with no clear product offering,About: marketing that makes a difference|About: strategic sharpness and technical height,0.9,False,False,False,True,True
188,556993-6684,Elovent AB,https://www.elovent.se,https://elovent.se/om-oss/,False,0.25,76.6944,32.9277,service_company,installer,"Elovent appears to be primarily focused on electrical services and installations, lacking a distinct product offering or scalable model.",low,low,low,low,Part of Instalco group|Focus on service and installations,About: works with electrical service and installations|About: part of Instalco with many subsidiaries,0.9,True,False,False,True,True
189,556289-7164,Malthe Winje Automation AB,https://www.mwa.se,https://mwa.se/,False,0.25,76.5773,32.8809,service_company,installer,"Malthe Winje Automation focuses on marketing automation and installation products, suggesting a service-heavy model without clear product differentiation.",low,low,low,low,Focus on service and support|Installation products without clear unique offerings,About: marketing automation and installation products|About: quality and support for products,0.9,True,False,False,True,False
190,556318-6385,Maskin-Mekano Försäljnings Aktiebolag,https://www.maskinmekano.se,https://www.maskinmekano.se,False,0.25,76.5175,32.857,service_company,installer,"Maskin-Mekano focuses on providing equipment to the construction industry, indicating a service-heavy and installation-focused business model.",low,low,low,low,Family business with focus on construction equipment|Service-heavy with no clear product differentiation,About: delivering equipment to the construction industry|About: focus on mobile qualified screening,0.9,True,False,False,True,False
191,556578-0250,C. Gustafsson Livs Aktiebolag,https://www.ica.se/butiker/supermarket/hallefors/c-gustafsson-livs-ab-ica-supermarket-hallefors-1090/,https://www.ica.se/butiker/supermarket/hallefors/c-gustafsson-livs-ab-ica-supermarket-hallefors-1090/,False,0.25,76.1784,32.7214,service_company,unknown,"The company operates a supermarket, which is a service-heavy business with low differentiation. There is no evidence of a product-led model or repeat purchase indicators beyond typical grocery sales.",low,low,medium,low,,Operates ICA Supermarket in Hällefors|Offers a wide range of groceries and daily goods,0.9,False,False,True,True,False
192,556464-0497,Ventilationsprojekt i Nyköping AB,https://www.ventilationsprojekt.se,https://www.ventilationsprojekt.se/om-oss/,False,0.25,75.6594,32.5138,service_company,consultancy,"The company primarily offers contracting and consultancy services in ventilation, which lacks a strong product focus and is heavily service-oriented with low scalability.",low,low,low,low,Offers contracting and design services|Focus on energy efficiency improvements,"Offers services in ventilation, heating, and cooling systems|Operates in several locations",0.9,True,False,False,True,False
193,556471-7477,TP Mur & Puts Aktiebolag,https://www.tpmurputs.se,https://www.tpmurputs.se/om-oss,False,0.25,75.6485,32.5094,service_company,installer,"The company focuses on masonry and facade work, which is service-heavy and lacks a clear product-led model, indicating low scalability and differentiation.",low,low,low,low,Family-owned company with masonry knowledge|Focus on historically significant facades,Renowned for expertise in facade work|Clients include NCC and Skanska,0.9,True,False,False,True,False
194,556257-8020,CA consultadministration AB,https://www.ca.se,https://ca.se/om-oss/,False,0.25,74.9383,32.2253,service_company,consultancy,"CA consultadministration operates as a non-profit organization focused on circular economy, which indicates a consultancy model. The lack of identifiable products or services limits its fit for Nivo.",low,low,low,low,Non-profit and independent organization|Focus on circular economy without clear product offerings,Business and knowledge network within the circular economy|Non-profit organization focusing on circular transition,1.0,False,False,False,True,False
195,556921-4058,Archus Affärsutveckling & Projektledning AB,https://archus.se,https://archus.se,False,0.25,74.8035,32.1714,service_company,consultancy,"Archus operates as a consultancy and advisory firm, which typically does not fit the product-led criteria for Nivo. The focus on guiding projects from concept to completion lacks identifiable products.",low,low,low,low,Architect and advisor guiding through the entire process|Offers breadth and depth but lacks clear product offerings,Takes ideas to completed projects|Advisor and partner throughout the process,1.0,False,False,False,True,False
196,556402-1003,Wanås Gods Aktiebolag,https://wanas.se,https://wanas.se,False,0.25,74.2582,31.9533,unknown,unknown,"Wanås Gods operates a large organic farm, which does not align with Nivo's focus on product-led businesses. The description lacks evidence of a scalable or differentiated product offering.",low,low,low,low,Operates a large organic farm|Produces various agricultural products|Focus on traditional farming methods,"KRAV-certified for over 25 years|Produces milk, beef, and grains|Energy production through solar panels",0.9,False,False,False,False,False
197,556313-2058,Ljung & Sjöberg Aktiebolag,https://www.ljungsjoberg.se,https://www.ljungsjoberg.se,False,0.25,74.1725,31.919,service_company,consultancy,"Ljung & Sjöberg specializes in workplace alcohol and drug problem management, which aligns more with consultancy services than product-led businesses. The focus on training and policy development lacks evidence of scalability or repeat purchases.",low,low,low,low,Specialists in workplace alcohol and drug issues|Offers training and policy development|Focus on creating a safe work environment,Helps companies manage alcohol and drug-related problems|Offers evidence-based methods|Long experience in the field,0.9,False,False,False,True,False
198,556367-4067,AluFlex AB,https://www.indutrade.com,https://www.indutrade.com,False,0.25,74.1607,31.9143,unknown,unknown,"The excerpt describes Indutrade as a large international group with over 220 companies, indicating that AluFlex AB may be a subsidiary. There is no specific information about AluFlex's products or services.",low,low,low,low,parent/group branding,Indutrade is an international technology and industrial group with over 220 companies.,0.9,False,False,False,False,True
199,556675-3496,Muskövarvet AB,https://www.muskovarvet.se,https://www.muskovarvet.se,False,0.25,74.0263,31.8605,service_company,installer,"Muskövarvet AB is a repair and maintenance yard for ships and boats, indicating a service-heavy model focused on installation and repairs, which does not fit Nivo's investment criteria.",low,low,low,low,repair and maintenance focus,One of Sweden's most competent repair and maintenance yards.,0.9,True,False,False,True,False
200,556495-5986,F:a GREFS AB,https://www.grefs.se,https://www.grefs.se,False,0.25,73.9382,31.8253,service_company,installer,"GREFS offers full-service contracting and transport, indicating a service-heavy model focused on installation, which does not align with Nivo's investment focus.",low,low,low,low,contracting and transport services,Offers full service in contracting and transport.,0.9,True,False,False,True,False
201,556875-2199,Axelssons i Aby AB,https://www.axelssonsiaby.se,https://www.axelssonsiaby.se,False,0.25,73.9162,31.8165,service_company,unknown,"Axelssons i Aby AB operates as a farm shop and offers various services, indicating a hospitality and retail focus that does not align with Nivo's investment criteria.",low,low,low,low,hospitality focus|farm shop,Offers a range of services including farm shop and catering.,0.9,False,False,True,True,False
202,559256-8108,Nova Park AB,https://www.novapark.se,https://www.novapark.se,False,0.25,73.9092,31.8137,service_company,unknown,"Nova Park AB operates as a conference facility with hospitality services, indicating a service-heavy model that does not fit Nivo's investment focus.",low,low,low,low,hospitality focus|conference facility,Offers tailored conference solutions and hospitality services.,0.9,False,False,True,True,False
203,559030-4530,Wisest AB,https://www.wisest.se,https://www.wisest.se,False,0.25,73.9086,31.8134,service_company,consultancy,"The company provides a wide range of services including IT solutions and office furnishings, but lacks a clear product focus or differentiation. Evidence suggests a service-heavy model with low repeat purchase potential.",low,low,low,low,Service-heavy business model|Broad service offerings without clear product focus,Offers IT solutions and office furnishings|Describes itself as a complete business partner,0.9,False,False,False,True,False
204,556940-3388,Exellent Syd AB,https://www.exellentsyd.se,https://www.exellentsyd.se,False,0.25,73.7835,31.7634,service_company,installer,"The company provides workshop services and equipment rental, indicating a service-heavy model with low differentiation and repeat purchase potential.",low,low,low,low,Service-heavy business model|Focus on equipment rental and service,Offers workshop services for heavy vehicles|Provides rental of heavy machinery,0.9,True,False,False,True,False
205,556742-2018,L & A Falks Lantbruksmaskiner AB,https://www.falks.se,https://www.falks.se,False,0.25,73.6803,31.7221,service_company,installer,"The company focuses on heavy machinery and construction services, indicating a service-heavy model with low differentiation and repeat purchase potential.",low,low,low,low,Service-heavy business model|Focus on construction and machinery,Offers a complete fleet of construction machinery|Employs skilled operators and construction workers,0.9,True,False,False,True,False
206,556822-1195,Boardtalk AB,https://www.boardtalk.se,https://www.boardtalk.se,False,0.25,73.6,31.69,service_company,consultancy,"The company specializes in recruitment and consulting solutions, which are service-heavy and do not align with Nivo's focus on product-led businesses. The evidence suggests a consultancy model without identifiable products.",low,low,low,low,service-heavy focus on recruitment and consulting,Specialists in recruitment and consulting solutions within the economy and real estate sectors.,0.9,False,False,False,True,False
207,556337-1375,Sandéns Golv i Helsingborg Aktiebolag,https://www.sandensgolv.se,https://www.sandensgolv.se/,False,0.25,73.3773,31.6009,service_company,installer,"The company specializes in flooring sales and installation, which is primarily service-oriented and does not align with Nivo's focus on product-led businesses. The evidence indicates a service-heavy model.",low,low,low,low,focus on installation of flooring,Specializes in sales and installation of flooring.,1.0,True,False,False,True,False
208,556369-9817,INSU AB,https://www.insu.se,https://www.insu.se,False,0.25,73.2091,31.5337,service_company,consultancy,"INSU focuses on training and education in the installation industry, which is service-heavy and does not align with Nivo's investment criteria. The evidence suggests a consultancy model without identifiable products.",low,low,low,low,focus on training and education,Training company for the installation industry.,0.9,False,False,False,True,False
209,556750-2561,Installera SW AB,https://www.installerael.se/,https://www.installerael.se/,False,0.25,71.8685,30.9974,service_company,installer,"The company focuses on electrical installations and project execution, which indicates a service-heavy model. There is no evidence of a product-led or differentiated business model.",low,low,low,low,totalleverantör av elinstallationer|väl anlitad samarbetspartner vid entreprenader,Total supplier of electrical installations|Works with both small and large projects,0.9,True,False,False,True,False
210,556694-5878,Elinzity AB,https://www.elinzity.se/,https://www.elinzity.se/,False,0.25,71.8576,30.993,service_company,installer,"Elinzity AB provides electrical installation services, indicating a service-heavy business model without clear product differentiation.",low,low,low,low,hjälp med alla sorters elinstallationer|efterfrågad samarbetspartner,Offers all kinds of electrical installations|Team-oriented approach,0.9,True,False,False,True,False
211,559374-3510,EVLI AB,https://www.evli.com/,https://www.evli.com/,False,0.25,71.7206,30.9382,service_company,unknown,"Evli AB is a capital management firm, which does not fit the product-led criteria for Nivo and lacks evidence of a differentiated product offering.",low,low,low,low,"nordisk kapitalförvaltare|hjälper organisationer, företag och privatpersoner",Nordic capital manager|Helps organizations and individuals,0.9,False,False,False,True,False
212,556893-4508,Sandbäckens Sprinkler Mitt AB,https://www.sandbackens.se/,https://www.sandbackens.se/,False,0.25,71.6936,30.9275,service_company,installer,"Sandbäckens Sprinkler Mitt AB focuses on fire protection services, indicating a service-heavy model without clear product differentiation.",low,low,low,low,del av Nimlas-koncernen|erbjuder tjänster inom brandskydd,Part of the Nimlas group|Offers fire protection services including sprinkler installation,0.8,True,False,False,True,True
213,556684-1853,Skandinaviska Områdesskydd AB,https://www.skandinaviska.nu/,https://www.skandinaviska.nu/,False,0.25,71.6148,30.8959,service_company,installer,"Skandinaviska Områdesskydd AB operates as a contractor for area protection, indicating a service-heavy model without clear product differentiation.",low,low,low,low,fristående totalentreprenör|monterar i hela Sverige,Independent contractor for area protection|One of Sweden's larger installation companies,0.9,True,False,False,True,False
214,556701-2587,Din Bostad i Stockholm AB,https://www.dinbostad.se/,https://www.dinbostad.se/,False,0.25,71.5215,30.8586,unknown,unknown,"Din Bostad i Stockholm AB is a platform for housing search, which lacks evidence of a product-led or differentiated business model.",low,low,low,low,kommande plattform|syftar till att göra bostadssökandet enklare,Upcoming platform for housing search|Offers search and comparison features,0.9,False,False,False,False,False
215,556738-0315,Aon Assessment (Sweden) AB,https://assessment.aon.com/,https://assessment.aon.com/,False,0.25,71.4807,30.8423,service_company,consultancy,"Aon Assessment (Sweden) AB is part of a larger global company focused on risk management and human capital services, which does not align with Nivo's investment criteria for product-led businesses.",low,low,low,low,Part of a larger global company|Focus on consultancy services,"Helps organizations attract and retain talent|Offers data-driven insights and strategies|Part of Aon, a global risk management firm",0.9,False,False,False,True,True
