orgnr,company_name,rank,is_fit_for_nivo,fit_confidence,blended_score,business_type,operating_model,reason_summary,triage_official_url,llm_triage_at
556701-2587,Din Bostad i Stockholm AB,418,false,0.25,30.8586,unknown,unknown,"Din Bostad i Stockholm AB is a platform for housing search, which lacks evidence of a product-led or differentiated business model.",https://www.dinbostad.se/,2026-03-25 15:36:09.189052+00:00
556738-0315,Aon Assessment (Sweden) AB,421,false,0.25,30.8423,service_company,consultancy,"Aon Assessment (Sweden) AB is part of a larger global company focused on risk management and human capital services, which does not align with Nivo's investment criteria for product-led businesses.",https://assessment.aon.com/,2026-03-25 15:36:09.189052+00:00
556042-9549,Kristianstads Automobil Lastvagnar AB,433,false,0.25,30.678,service_company,unknown,"Kristianstads Automobil Lastvagnar AB is now part of a larger group, Bilmånsson, indicating a lack of distinct product focus and alignment with Nivo's investment criteria.",https://www.kristianstadsautomobil.se,2026-03-25 15:36:09.189052+00:00
556744-7031,Seacastle AB,437,false,0.25,30.6078,service_company,consultancy,"Seacastle AB operates as a boat broker, which is primarily a service-oriented business with limited product offerings and scalability, making it less suitable for Nivo.",https://www.seacastle.se,2026-03-25 15:36:09.189052+00:00
556442-2755,Lindås Gräv Aktiebolag,445,false,0.25,30.5251,service_company,installer,The company appears to focus on construction and installation services without clear product offerings or repeat purchase indicators.,https://www.lindasgrav.se,2026-03-25 15:36:09.189052+00:00
556641-7357,RISE Processum AB,448,false,0.25,30.4748,service_company,consultancy,"The company focuses on consultancy and development in bioeconomy, lacking clear product offerings or repeat purchase potential.",https://www.processum.se,2026-03-25 15:36:09.189052+00:00
556337-2761,Röchling Industrial Virserum AB,454,false,0.25,30.4485,unknown,unknown,"As a part of a larger group, Röchling Industrial Virserum AB lacks clear identity and product offerings, making it difficult to assess fit for Nivo.",https://www.roechling.com,2026-03-25 15:36:09.189052+00:00
556495-0557,Kumla Tak Aktiebolag,475,false,0.25,30.2023,service_company,installer,"Kumla Tak Aktiebolag operates in the construction sector focusing on roofing, which is a service-heavy business with low scalability and repeat purchase potential. The description indicates installation work without product ownership.",https://www.kumlatak.se,2026-03-25 15:36:09.189052+00:00
556750-2777,Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB),478,false,0.25,30.1864,service_company,consultancy,"HUSKAB provides consultancy and training services in agriculture and rural development, which does not align with Nivo's focus on product-led businesses.",https://hushallningssallskapet.se,2026-03-25 15:36:09.189052+00:00
556613-2295,Br. Göransson AB,488,false,0.25,30.1267,service_company,installer,"Br. Göransson AB primarily offers agricultural services and transport, which does not align with Nivo's focus on product-led businesses.",https://www.brgoransson.se,2026-03-25 15:36:09.189052+00:00
559036-6729,Gronko AB,499,false,0.25,29.9986,service_company,unknown,"Gronko AB operates a café and market, which does not fit Nivo's criteria for product-led businesses.",https://www.gronko.se,2026-03-25 15:36:09.189052+00:00
